;titulo;description;data
215;Aula gratuita sobre estratégias de marketing digital para comerciantes será realizada em Jundiaí;"Com o objetivo de orientar os comerciantes para alavancarem seus negócios nas plataformas digitais, a Câmara de Dirigentes... — ...), promovem nesta quinta-feira (17), às 19h30, a  aula gratuita ""Passo a passo para criar sua estratégia de marketing digital nas redes...";16/09/2020 20h23
216;Grupo Ri Happy, C&A e Alpargatas abrem 1,8 mil vagas de emprego no país;"...&A está com cerca de 80 vagas abertas para a área digital. A Alpargatas abriu 20 vagas em programa de trainee que tem remuneração de R$ 7... — ... das Crianças, a empresa também reforça seu e-commerce, SAC e canais digitais.
O processo está sendo feito 100% online, sem etapas...";03/09/2020 10h00
217;Saiba como ajustar a parabólica para pegar sinal digital;É uma atualização, um melhoramento do som e da imagem.;18/09/2020 07h41
218;Empresários se adaptam e criam novas formas de venda para atender consumidores em Natal;"... após o período de isolamento. Não só pela procura de produtos, mas também pelos canais de consumo. A transformação digital virou... — ... experiências online e offline. ""Acreditamos que o comportamento de consumo da população sofrerá uma grande transformação...";13/07/2020 20h02
219;Martha Gabriel esteve ontem, em Campina Grande;Ela é uma influente pensadora da transformação digital no mundo e falou sobre mercado de trabalho, inovação e processo criativo.;23/05/2018 09h55
220;Huawei diz que 5G será 'tropicalizado' para atender demanda local;... o exemplo de uma fábrica que, ao passar por este processo de transformação digital, deverá contar com um servidor local, contratar...;11/07/2020 00h57
221;"BH Resolve reabre para atender presencialmente nesta segunda-feira; veja como agendar";"... e com oferta de serviços que prioritariamente não podem ser atendidos pelos canais digitais. O atendimento será exclusivamente... — ....
O cidadão deve priorizar os serviços digitais por meio do Portal de Serviços da PBH ou pelo aplicativo para celular PBH App....";há 6 dias
222;Projeto 'Cultural + Digital 2020' recebe inscrições em Itatiba;"Projeto 'Cultural + Digital 2020' recebe inscrições em Itatiba
Os moradores de Itatiba (SP) podem se inscrever no projeto... — ... ""Cultural + Digital 2020"", que reunirá todos os tipos de manifestações culturais e artísticas, como artes cênicas, música, artes...";12/09/2020 00h02
223;Univasf prorroga inscrições para processo simplificado emergencial de apoio à inclusão digital;"...-feira (16) o prazo de inscrições para o Processo Simplificado Emergencial de Apoio à Inclusão Digital. O objetivo do programa... — ... suplementar 2020.3.  
A seleção oferta as modalidades de Apoio à Inclusão Digital por Aquisição de Pacote de Dados para Acesso...";15/09/2020 14h40
224;"Dinheiro do FGTS será depositado na poupança digital; confira";"Dinheiro do FGTS será depositado na poupança digital; confira";17/09/2020 10h59
225;'Agora é Assim?': venda de produtos para casa disparam com busca por 'ambiente alegre', diz executivo;"... deixar. São discutidas as mudanças no dia a dia, as novas formas de trabalho e lazer, a transformação na nossa relação... — ... com a tecnologia, entre outros temas. A live vai ao ar todas as sextas.
""Hoje em dia, se você não tem um apelo digital, é invisível...";13/08/2020 18h58
226;Tecido com aloe vera e página personalizada para revendedoras são novidades no Festlingerie;"... tecnologia com aloe vera em Juruaia (MG)
Ceci Piza
Catálogos digitais para revendedoras
Na hora de revender um produto das confecções...";26/09/2020 12h49
227;Especialista em marketing digital lista quatro dicas de redes sociais para empresários na crise do coronavírus;"... crises que possam surgir. É hora de se reinventar para sair mais forte de tudo isso. A hora da transformação completa digital é agora.
Initial plugin text... — ...? 
O G1 consultou o especialista em marketing digital, Rafael Kiso, fundador da startup mLabs, de São José dos Campos, que gerencia...";13/04/2020 10h52
228;Rede de voluntários arrecada e distribui 126 toneladas de alimentos no RN;"... de grupos de famílias em vulnerabilidade social.
""A gente precisa de agentes de transformação e eu sou grata por ser uma. Traz... — ... do Transforma Brasil, uma plataforma digital que conecta pessoas e instituições que desejam, juntas, causar um impacto positivo...";01/08/2020 14h56
229;Polícia prende quadrilha que praticava extorsões contra influenciadores digitais no RJ;"Quadrilha usa postagens de influenciadores digitais para levantar informações para crimes
A Polícia Civil do RJ prendeu suspeitos... — ... de integrar uma quadrilha que praticava extorsões contra influenciadores digitais em Niterói, na Região Metropolitana do Rio...";14/09/2020 17h05
230;Ensino Digital: UFT promove formação para professores;Ensino Digital: UFT promove formação para professores;16/09/2020 10h13
231;Missa celebra 95 anos de fundação do jornal O Globo;"..., em 1925;
na versão online, o leitor encontra um ambiente digital exclusivo que aborda as transformações dos tempos de agora... — ..., é um dos principais elementos para se responder à pergunta: qual o papel do jornal em um mundo em transformação?
""Hoje e já...";29/07/2020 17h12
232;IF Sertão-PE abre inscrições para curso de formação de professores sobre práticas pedagógicas e ferramentas digitais;"... e Ferramentas digitais'. A capacitação é voltada para professores da Educação Básica. 
As inscrições podem ser realizadas até segunda...";18/09/2020 12h40
233;Pequenas Empresas & Grandes Negócios: contatos de 28/06/2020;"... 
www.altnet.com.br 
E-mail: comercial@altnet.com.br
Veja a reportagem: Saiba como começar a transformação digital de uma empresa...";28/06/2020 11h27
234;ACM Neto apresenta segunda parte de medidas para auxiliar retomada das atividades em Salvador;"....
Segundo o prefeito ACM Neto, a estimativa é que a secretaria continue fazendo cerca de 120 atendimentos diários, de forma digital, para... — .... O objetivo da medida é desburocratizar os processos, tornando os documentos digitais, diminuir os impactos do meio ambiente...";27/07/2020 18h05
235;"Veja a transformação da paisagem provocada pela pior seca registrada no Paraná; FOTOS";"Veja a transformação da paisagem provocada pela pior estiagem registrada no Paraná; foto de agosto de 2020
Weliton Martins/RPC...";05/09/2020 00h33
236;Energisa realiza ação para negociação de débitos de empresas em Porto Velho;"... de máscaras e distanciamento. 
A ação também será realizada através de atendimento digital pelo WhatsApp, no número (69) 9 9358-9673...";25/09/2020 21h24
